id,participant_id,key,session_order,task_content,task_type,task_index,started_at,completed_at,current_turn,current_response,current_cycle
4a043c5a-aa0b-48e6-933b-8a3e6fe2e391,95f30d93-4281-4988-8ba2-840acccee258,normative,1,It is acceptable to make a phone call inside an elevator when other people are present.,normative,2,2025-09-09 18:08:48.283+00,,0,5,4
4a9c2df4-ce5d-40fb-8dce-16f99c88b334,bf38b76e-3b5d-4be2-8904-0f30398f1aca,informative,1,Thomas Edison is famous for inventing the light bulb.,informative,4,2025-09-09 17:36:29.928+00,,0,5,4
4b07cba6-166e-4034-9539-32d29d128bf5,97c14ba1-c814-4934-bf1d-21ff0650257e,normative,1,Online meetings are more efficient than offline meetings.,normative,0,2025-09-09 17:41:40.399+00,,0,5,4
4ba10efa-d06c-482a-b1f1-5967373ec7a7,7666e3fa-ca15-41bb-98a3-e694af950070,test,0,Turning on cameras during online meetings is necessary.,test,,,,0,0,0
4ba14f15-3cc7-41ec-b42d-7c91d62cd3dc,3602b073-9f84-4bd3-a681-ea302ad6a1bf,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 14:48:41.567+00,,0,5,4
4bcb18b3-d01a-4ea2-8de5-4d5f56cd9535,889464d6-cce9-4e14-8ceb-032f3a0abf0c,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:30:51.193+00,,0,5,4
4ca56530-1ed5-45b9-94ca-045ed0886b50,7c8f6bfd-5a39-49ef-83db-d5f330f9b53d,normative,2,Honest and direct feedback is more helpful than polite and considerate feedback.,normative,3,2025-09-09 17:54:17.484+00,,0,5,4
4d3e9c4f-e220-41be-afae-024188ace056,b8fcffcb-d710-49d0-9416-bcdbb05a9fb3,normative,1,Online meetings are more efficient than offline meetings.,normative,0,2025-09-09 17:49:40.032+00,,0,5,4
4d7e52ff-ed6c-4396-8928-e4a41d9af935,38598dd5-4b64-46e0-8bda-c1a3766ec74d,informative,2,Napoleon's nickname was 'the little giant' because of his short height.,informative,5,2025-09-09 18:06:07.336+00,,0,5,4
4dc8703b-cd3e-4cde-b31a-efe3b0b8beca,586f1871-adb3-424f-b2e5-45545395dc93,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:26:53.164+00,,0,5,4
4dd2afac-d408-4b1d-8f44-c55a17b66dde,828a3c44-961f-434e-948b-36a0dfc6cfe7,normative,1,Hybrid work (remote + office) is more desirable than traditional office work.,normative,4,2025-09-09 15:11:51.337+00,,0,5,4
4f43761f-b6b1-4019-86be-36e89ae29a74,2e812134-90ba-44e2-b10e-f135b5c6ddd5,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:37:36.753+00,,0,5,4
51b60ae8-765b-48c5-bcc0-8567449b174e,e817f2b7-c7dd-4cff-9367-138be05feaaf,informative,1,The force that causes the surface of a liquid to contract to the smallest possible area is cohesion.,informative,2,2025-09-09 17:38:26.465+00,,0,5,4
5220de7a-5619-4c47-8478-b322f4594c58,2e812134-90ba-44e2-b10e-f135b5c6ddd5,normative,2,Hybrid work (remote + office) is more desirable than traditional office work.,normative,4,2025-09-09 17:59:46.998+00,,0,5,4
532a8293-2f86-4f00-8250-adc818f0416f,520fac17-1bfc-4435-90f5-9cde743aeceb,normative,1,Hybrid work (remote + office) is more desirable than traditional office work.,normative,4,2025-09-09 17:43:14.811+00,,0,5,4
536d84c3-c688-4317-bb0e-2c11ba5d7fca,bb3bf185-23ab-460f-8e39-e7bcd54eb3f9,informative,2,'Chauvinist' is the correct English spelling of a word that means a blindly patriotic person.,informative,3,2025-09-09 17:35:41.2+00,,0,5,4
5372a953-6071-4f21-a149-2f24180a082c,cda01786-9a32-4292-8f0d-2b2717a685d4,normative,1,It is acceptable to make a phone call inside an elevator when other people are present.,normative,2,2025-09-09 17:40:04.165+00,,0,5,4
54e25654-89c6-4288-8438-114b00c18138,4ef00beb-110b-4d54-9b31-ecd001440d8a,informative,1,The force that causes the surface of a liquid to contract to the smallest possible area is cohesion.,informative,2,2025-09-09 15:24:32.488+00,,0,5,4
55262c98-3a66-4587-86ed-1f051f64d239,8c88f989-ee47-4a50-89de-f1d3cc6752dc,informative,1,The force that causes the surface of a liquid to contract to the smallest possible area is cohesion.,informative,2,2025-09-09 17:27:50.114+00,,0,1,1
56cf9a07-9eaa-461e-ad1b-874f3ad1b787,b784e7ca-736e-44db-a3f3-2cd2f86c2d68,normative,1,Honest and direct feedback is more helpful than polite and considerate feedback.,normative,3,2025-09-09 17:26:18.643+00,,0,5,4
590ad928-2237-4c2f-83da-6f10d13379bf,a0bf9560-92d1-4cb1-8248-b2152eebb996,informative,2,Napoleon's nickname was 'the little giant' because of his short height.,informative,5,2025-09-09 17:53:22.892+00,,0,5,4
5965afb2-8daf-408c-b1ea-ad500b14ceef,09b9e45a-2dad-4776-8f63-9a5ff5189f5f,informative,1,The force that causes the surface of a liquid to contract to the smallest possible area is cohesion.,informative,2,2025-09-09 17:36:17.522+00,,0,5,4
59d18c57-26bd-4421-aed0-8dbbaca7b856,bcfa8ed7-049b-41a3-8758-cab44eb85c7e,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:44:20.132+00,,0,5,4
5a05dbb6-6893-4e1f-9ab6-f0cbf72e2513,c1490d5a-63eb-43c8-8b70-aac901fc51d7,informative,1,The force that causes the surface of a liquid to contract to the smallest possible area is cohesion.,informative,2,,,0,0,0
5a5b567e-8a3d-4bb5-bd09-8282fc892fb3,871d350b-2da5-4cf0-8a7a-c2dc88bb4803,informative,1,The force that causes the surface of a liquid to contract to the smallest possible area is cohesion.,informative,2,2025-09-09 15:00:48.995+00,,0,5,4
5b2cb791-0e6d-4cef-a531-9d97dcb887e4,93ad0c45-b342-4f90-8198-b588bced4349,informative,2,'Chauvinist' is the correct English spelling of a word that means a blindly patriotic person.,informative,3,2025-09-09 18:21:15.749+00,,0,5,4
5b8f029f-33e2-48db-af90-79c6f83662bd,5083f919-a4ef-4433-af16-5489ead1ea4e,normative,2,Hybrid work (remote + office) is more desirable than traditional office work.,normative,4,2025-09-09 17:41:22.609+00,,0,5,4
5c00b3d8-0a84-4e63-ae6f-734338c6e1b6,7ed3a914-8b04-43a8-b4a3-40a88e6eb270,normative,1,Short and frequent meetings are more helpful than long and infrequent meetings.,normative,5,2025-09-09 18:39:09.644+00,,0,5,4
5d18f1ba-aa09-4195-8746-36a655af2e69,5113d9f7-3fef-4ec8-8a2d-d3d2eb771a9e,normative,2,Online meetings are more efficient than offline meetings.,normative,0,2025-09-09 17:47:25.593+00,,0,5,4
5d5f974f-5f15-4d3e-b6ce-c53467f5d195,7ed3a914-8b04-43a8-b4a3-40a88e6eb270,informative,2,Napoleon's nickname was 'the little giant' because of his short height.,informative,5,2025-09-09 18:51:29.952+00,,0,5,4
5e2a8c2c-ac6b-4436-9b16-8257a8b0548c,9b21942f-17c3-4406-b78e-79d5b9a591bf,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:54:55.618+00,,0,5,4
5e9b1222-a9bf-4095-8877-b92dd917465e,05139c5e-3fd5-4690-acb7-c2846171f544,informative,1,Thomas Edison is famous for inventing the light bulb.,informative,4,2025-09-09 18:23:38.568+00,,0,5,4
5eb4a76f-eaee-47cd-9354-0ee09a37ca51,8c88f989-ee47-4a50-89de-f1d3cc6752dc,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:23:42.242+00,,0,5,4
5eceac55-4ab9-4c04-a3e9-7a8ffc8998c1,68e6e5f1-1440-4cb4-bef8-4a7009a19b5c,informative,2,Koalas belong to the bear family.,informative,1,2025-09-09 15:32:44.077+00,,0,5,4
5f0333e4-0199-43f6-9c96-8e171e8d3fc2,b113d736-45f2-4708-8d0b-4ab534334126,normative,1,Honest and direct feedback is more helpful than polite and considerate feedback.,normative,3,2025-09-09 17:47:59.527+00,,0,5,4
5f4be60a-00a1-448c-b4ad-b7172aac4ad0,5b8f16c2-2f78-4373-bfd4-ac0f18f371e5,informative,1,Cleopatra's lifetime was closer in time to the Moon landing than to the construction of the Great Pyramid of Giza (the Pyramid of Khufu).,informative,0,2025-09-09 17:50:22.106+00,,0,5,4
61a6b1e5-69cc-4caf-a75b-aa459ef996f0,5d934fc1-711c-402b-ac91-17e8e7f9b263,informative,2,'Chauvinist' is the correct English spelling of a word that means a blindly patriotic person.,informative,3,2025-09-09 15:10:04.066+00,,0,5,4
61bab524-0f34-4184-9351-3a706c3eb3d6,7c8f6bfd-5a39-49ef-83db-d5f330f9b53d,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:39:37.272+00,,0,5,4
62170efe-b596-4f60-8b6d-498e2d63d2ef,2e812134-90ba-44e2-b10e-f135b5c6ddd5,informative,1,The force that causes the surface of a liquid to contract to the smallest possible area is cohesion.,informative,2,2025-09-09 17:45:46.291+00,,0,5,4
62b6b4b6-40ed-49a8-afb7-2b0364cc50e9,74c9f1d7-3521-444e-9345-c995a33dc27a,informative,2,Koalas belong to the bear family.,informative,1,2025-09-09 15:22:23.357+00,,0,5,4
62b8d719-b46b-407d-a438-311db9113799,aa5e0dc7-39c5-43aa-b82b-ef78f2b133c4,informative,2,Napoleon's nickname was 'the little giant' because of his short height.,informative,5,2025-09-09 17:36:46.525+00,,0,5,4
632ba971-500f-4837-8473-c9d75f5098e7,9a87156c-e259-4496-8112-91c616f9a63e,normative,2,Hybrid work (remote + office) is more desirable than traditional office work.,normative,4,2025-09-09 18:26:17.846+00,,0,5,4
643db8b6-cad1-485c-906e-a36e269641e4,e1941179-3705-4639-b6ce-ec82c3a00c66,normative,2,It is acceptable to make a phone call inside an elevator when other people are present.,normative,2,2025-09-09 17:56:05.241+00,,0,5,4
647ac6bf-a938-4fa2-811e-42a4a30fd68f,206652aa-efa6-46bb-8a66-bc2718a52ce6,normative,2,Short and frequent meetings are more helpful than long and infrequent meetings.,normative,5,2025-09-09 18:14:08.644+00,,0,5,4
64ecd71d-e688-4e6b-b175-c301f217d370,c1490d5a-63eb-43c8-8b70-aac901fc51d7,test,0,Turning on cameras during online meetings is necessary.,test,,,,0,0,0
64f2a82e-c379-430c-9557-98d96164c0e7,873bb404-396b-4a21-bd83-ad7dd1a10af9,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 14:58:29.129+00,,0,5,4
6511581c-b550-437e-b8ea-c32fa28a6de0,05139c5e-3fd5-4690-acb7-c2846171f544,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:40:51.614+00,,0,5,4
659b0de4-2ddd-40f3-ad19-5cae66684967,4a3c5081-d999-41a2-ac0f-c3be5c903638,informative,2,Napoleon's nickname was 'the little giant' because of his short height.,informative,5,,,0,5,4
65c95267-7ec3-47d8-a0dc-1fce7f4d57df,1e1d464b-26ac-4535-bf85-ff1dd0a686b4,informative,1,Cleopatra's lifetime was closer in time to the Moon landing than to the construction of the Great Pyramid of Giza (the Pyramid of Khufu).,informative,0,2025-09-09 17:48:42.347+00,,0,5,4
65ec6b0a-5615-423b-bd86-f60e34cdfb24,ae1e82c8-04e8-4d42-9f19-a2f3c1e789df,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:31:11.946+00,,0,5,4
660f5b28-f5cf-4f83-863c-8a5f69ebeafa,889464d6-cce9-4e14-8ceb-032f3a0abf0c,informative,1,Thomas Edison is famous for inventing the light bulb.,informative,4,2025-09-09 17:39:54.899+00,,0,5,4
665068e7-f5bf-492d-bf3b-34b552fcf40f,206652aa-efa6-46bb-8a66-bc2718a52ce6,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 18:03:27.846+00,,0,5,4
66dae8b4-4aae-4e13-9b86-356099da2ea5,95f30d93-4281-4988-8ba2-840acccee258,informative,2,Napoleon's nickname was 'the little giant' because of his short height.,informative,5,2025-09-09 18:18:34.812+00,,0,5,4
67be5b24-d79f-4d1c-b07a-f49b016b3b18,492d89b6-d366-43d8-b3e3-3d3776f18f09,normative,2,Hybrid work (remote + office) is more desirable than traditional office work.,normative,4,2025-09-09 18:07:50.747+00,,0,5,4
68de8efc-7963-4d17-b3b3-029f4de2c450,ae1e82c8-04e8-4d42-9f19-a2f3c1e789df,normative,2,It is acceptable to make a phone call inside an elevator when other people are present.,normative,2,2025-09-09 17:53:55.313+00,,0,5,4
690815fe-5620-43f3-b82b-80ce895564c8,2f6754e3-91f8-42c4-8052-4680060616bb,informative,2,Koalas belong to the bear family.,informative,1,2025-09-09 18:51:58.25+00,,0,5,4
69964b5c-120a-4843-9cbd-23d6b5123378,09fb713b-901d-462f-84e3-212c0d1fec01,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:37:53.59+00,,0,5,4
699a7444-36d0-43b0-b43a-00d6fb010fe0,09fb713b-901d-462f-84e3-212c0d1fec01,normative,1,Short and frequent meetings are more helpful than long and infrequent meetings.,normative,5,2025-09-09 18:01:51.477+00,,0,5,4
6a713c32-9659-400f-8395-0b364fa329f6,c1490d5a-63eb-43c8-8b70-aac901fc51d7,normative,2,Hybrid work (remote + office) is more desirable than traditional office work.,normative,4,2025-09-09 18:27:40.563+00,,0,5,4
6c88d1b3-5942-4642-a7b1-787a20520724,c4a05007-d05c-4c31-ad2a-bdd43c99c96f,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:35:49.845+00,,0,3,2
6d8f2857-d999-445a-a588-55cb7a426bbd,bf38b76e-3b5d-4be2-8904-0f30398f1aca,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:29:06.993+00,,0,5,4
6e61c3f0-e136-40ba-a0a0-3c343d8489e3,5390b6eb-1261-4376-8663-e7c71c700f28,normative,1,Hybrid work (remote + office) is more desirable than traditional office work.,normative,4,2025-09-09 17:25:05.852+00,,0,5,4
6f6fa89a-b233-4537-b125-baca081649d5,ab008076-6538-4925-beb0-9c2ac8259d81,informative,2,'Chauvinist' is the correct English spelling of a word that means a blindly patriotic person.,informative,3,2025-09-09 17:42:43.484+00,,0,5,4
6fe17768-0b67-4843-9dba-a09bdef628f1,5ee36000-9570-49d1-9020-94e47b4fc598,normative,2,Online meetings are more efficient than offline meetings.,normative,0,2025-09-09 17:38:52.907+00,,0,5,4
709ab2a4-550b-4501-a293-eb3eda5f9724,a0bf9560-92d1-4cb1-8248-b2152eebb996,normative,1,Short and frequent meetings are more helpful than long and infrequent meetings.,normative,5,2025-09-09 17:43:39.653+00,,0,5,4
70ac5912-2079-43dd-bd41-2e12eea148c2,493833b0-279f-4de0-98ef-75ccbb764aac,informative,1,Cleopatra's lifetime was closer in time to the Moon landing than to the construction of the Great Pyramid of Giza (the Pyramid of Khufu).,informative,0,,,0,5,4
711bb825-dcb2-4e31-bf1d-6b55aa89e13c,37434cb2-4371-4c88-93e7-ba80a6511ca3,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 14:56:13.216+00,,0,5,4
7137f297-60c8-48ba-82ff-e68cce67713f,37434cb2-4371-4c88-93e7-ba80a6511ca3,normative,2,Honest and direct feedback is more helpful than polite and considerate feedback.,normative,3,2025-09-09 15:17:06.608+00,,0,5,4
7168968b-de94-40bd-a200-9d59798bafb5,659ac0e4-10df-4693-aaad-d97429810408,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:49:03.32+00,,0,5,4
72b74453-5c6e-4c14-948e-6aeb8223b341,5270e09f-e86d-46cf-86b5-ebe8ddf36c6d,informative,1,Thomas Edison is famous for inventing the light bulb.,informative,4,2025-09-09 17:38:06.638+00,,0,5,4
73888322-fa69-46d3-9512-868c714e7d29,4ef00beb-110b-4d54-9b31-ecd001440d8a,normative,2,Customers must always leave a tip at restaurants.,normative,1,2025-09-09 15:38:55.033+00,,0,5,4
74b67217-8392-4aa6-9c74-a69a5b4e18a5,659ac0e4-10df-4693-aaad-d97429810408,normative,2,Short and frequent meetings are more helpful than long and infrequent meetings.,normative,5,2025-09-09 18:09:23.44+00,,0,5,4
74e459e4-30f0-4542-9232-c5b940a9a7c9,1e550f61-e86f-4792-9766-7a50fd3332e3,normative,2,It is acceptable to make a phone call inside an elevator when other people are present.,normative,2,2025-09-09 17:33:41.873+00,,0,5,4
7572296d-aa15-4231-bad2-a2ff4dac52e4,5083f919-a4ef-4433-af16-5489ead1ea4e,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:20:35.812+00,,0,5,4
768ec3ce-a6c8-4c0b-8e7c-c3184e32b64e,5cc0e14d-5fe2-4447-b4ca-5994e3e10831,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 18:40:59.161+00,,0,5,4
76a865a8-df4e-4eec-970c-45427bf4ee97,0930edef-2039-45fa-bf45-2ae4dec11438,normative,2,Honest and direct feedback is more helpful than polite and considerate feedback.,normative,3,2025-09-09 17:46:35.491+00,,0,5,4
781b367b-1a98-4dac-b712-e79b83636363,828a3c44-961f-434e-948b-36a0dfc6cfe7,normative,1,Hybrid work (remote + office) is more desirable than traditional office work.,normative,4,,,0,5,4
785e7f30-f1b5-4c8a-a2a4-a1db1ea75231,5b6a5a77-da0a-4cc4-b5fe-dbf17496f7df,normative,2,Customers must always leave a tip at restaurants.,normative,1,2025-09-09 15:00:56.715+00,,0,5,4
789d4180-f842-45cd-a97b-4aacd6792254,9d180490-c5b0-4d42-839f-a978a6afa540,normative,1,Customers must always leave a tip at restaurants.,normative,1,2025-09-09 17:40:41.165+00,,0,5,4
79c7637b-9271-4992-a7f4-688b6df90e3b,2f6754e3-91f8-42c4-8052-4680060616bb,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 18:10:24.957+00,,0,5,4
7b232869-1922-4ce9-81c2-6a6c6cd8e0db,5ee36000-9570-49d1-9020-94e47b4fc598,informative,1,Cleopatra's lifetime was closer in time to the Moon landing than to the construction of the Great Pyramid of Giza (the Pyramid of Khufu).,informative,0,2025-09-09 17:28:30.608+00,,0,5,4
7b7764c7-54ac-4fc6-b604-a5885cc34c28,f648a570-513c-4482-9932-71c78717586c,informative,2,Napoleon's nickname was 'the little giant' because of his short height.,informative,5,2025-09-09 17:56:30.452+00,,0,5,4
7b9d41cf-2131-4fbb-a4b0-a8bad95b9ec3,50c64a07-874c-462f-9770-2562cd4f2890,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:23:19.129+00,,0,5,4
7ba8b9af-508a-4bcb-9606-67189896d0fe,858e5a85-eb83-448d-a58c-c7974a70b99e,normative,2,Online meetings are more efficient than offline meetings.,normative,0,2025-09-09 17:43:53.249+00,,0,5,4
7caefba3-f0cb-4663-8148-f5858a1de219,4225fb9a-e135-4365-b761-b672e40539e1,normative,2,Customers must always leave a tip at restaurants.,normative,1,2025-09-09 17:59:16.939+00,,0,5,4
7d99d2c7-3d33-425a-88d3-61cc9d441bd9,dc4e73f1-4cf5-47ea-a5b9-d58eaaf436e3,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:28:13.673+00,,0,5,4
7f9f6dac-1112-4c33-928a-242f50aed797,fcc2cd74-0d9d-4548-bfb0-15d9b696452e,normative,1,Hybrid work (remote + office) is more desirable than traditional office work.,normative,4,2025-09-09 18:06:03.913+00,,0,5,4
7fb94ab2-10e6-4171-8652-34e63acabcf0,15a24730-cdbc-4c30-ba5c-a2bb3c8683aa,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:32:38.076+00,,0,5,4
8136eb07-68ac-49c6-a326-3b7de5e8f3ac,9d0abbe5-a06d-4ded-ad7b-5ee1139b84c9,normative,2,Honest and direct feedback is more helpful than polite and considerate feedback.,normative,3,2025-09-09 18:19:31.862+00,,0,5,4
813d2aa4-33b2-4a5c-964c-1c0af106c903,3794c56c-dffa-48cd-b926-e7a6b094f258,normative,1,Customers must always leave a tip at restaurants.,normative,1,2025-09-09 15:02:45.154+00,,0,5,4
82092535-b47e-43a7-9304-e9b4c405339a,b2f2cdd4-44e9-4283-b632-ff9f49664bf0,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:38:37.257+00,,0,5,4
8294aba4-719d-4cb2-bc0c-75ce00cea93c,5113d9f7-3fef-4ec8-8a2d-d3d2eb771a9e,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:28:10.893+00,,0,5,4
82a0f503-89a1-4f0e-8bf5-c235b1e673a8,586f1871-adb3-424f-b2e5-45545395dc93,normative,1,Short and frequent meetings are more helpful than long and infrequent meetings.,normative,5,2025-09-09 17:38:05.897+00,,0,5,4
8309fcbc-0d1f-4ff0-93da-226e27aa23d7,ae947f61-8ce5-456c-9663-5e29f5248f4b,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:31:38.867+00,,0,5,4
836a2288-8367-45a4-9d85-73834119841a,93c35761-c7dd-49aa-94f9-6420fc5f0b78,normative,1,Short and frequent meetings are more helpful than long and infrequent meetings.,normative,5,2025-09-09 17:30:38.693+00,,0,5,4
8370a2ea-3c15-4e1d-8efe-d996043bbe88,d2b20821-42b6-4816-87d4-6b927756c0da,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 15:02:45.155+00,,0,5,4
83807743-69fa-4214-92d6-a761e6d70314,b113d736-45f2-4708-8d0b-4ab534334126,informative,2,Koalas belong to the bear family.,informative,1,2025-09-09 17:58:01.38+00,,0,5,4
8473cc7c-8138-4c81-98f5-913f35201090,09fb713b-901d-462f-84e3-212c0d1fec01,test,0,Turning on cameras during online meetings is necessary.,test,,,,0,5,4
8518b081-9407-4d0d-bd17-9dc85b37bb5f,07d88852-7da1-4eaa-9413-468d15f8dc10,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:26:32.695+00,,0,5,4
854163ef-c1ba-45e2-9680-a1b382500f58,cef7f64b-9637-4193-bdd6-c9943b06c56a,informative,1,Cleopatra's lifetime was closer in time to the Moon landing than to the construction of the Great Pyramid of Giza (the Pyramid of Khufu).,informative,0,2025-09-09 14:56:35.62+00,,0,5,4
85d570be-bef7-41b3-a43b-5e75fa80e300,036599a1-cd2b-44e3-bab7-cb5fba869ec8,informative,2,Koalas belong to the bear family.,informative,1,2025-09-09 19:07:34.629+00,,0,5,4
86789786-d325-4fd5-a80b-2ea96df00621,1e550f61-e86f-4792-9766-7a50fd3332e3,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:23:02.468+00,,0,5,4
86a999c4-c037-41da-b79c-bd5e34a86fde,14bf7228-fadd-491c-8cc4-c74dd4c3fba6,normative,1,It is acceptable to make a phone call inside an elevator when other people are present.,normative,2,2025-09-09 17:40:09.344+00,,0,5,4
8736c52a-3847-418f-b87c-f69f788456b5,9b21942f-17c3-4406-b78e-79d5b9a591bf,normative,2,Short and frequent meetings are more helpful than long and infrequent meetings.,normative,5,2025-09-09 18:10:05.323+00,,0,5,4
875338e2-8e96-4a3f-a996-d01f98aebf14,b532a2a0-cb98-42dc-b522-088859f7b0c5,informative,2,'Chauvinist' is the correct English spelling of a word that means a blindly patriotic person.,informative,3,2025-09-09 17:40:54.48+00,,0,5,4
87aef517-282d-4f0d-9687-7ce8c76ab85e,e1941179-3705-4639-b6ce-ec82c3a00c66,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:31:15.003+00,,0,5,4
87da746e-23df-48b0-b847-f5a74df95120,8ede819d-117f-4546-8585-2d06a42a44ed,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:24:11.693+00,,0,1,1
8805719e-15c5-41f4-a6ff-d015651244fc,93ad0c45-b342-4f90-8198-b588bced4349,normative,1,Hybrid work (remote + office) is more desirable than traditional office work.,normative,4,2025-09-09 18:13:05.07+00,,0,5,4
881421a2-719c-4039-a114-c4c9b6d47a5e,c5c5f9a8-56b2-47cb-ba19-8c86e4b86f3b,normative,1,Short and frequent meetings are more helpful than long and infrequent meetings.,normative,5,2025-09-09 17:32:58.864+00,,0,5,4
88afb89d-74aa-4f6f-aa2a-730a9449e796,84960d02-7dc3-43a3-b2e1-a945f23d90f0,informative,2,Koalas belong to the bear family.,informative,1,2025-09-09 15:09:12.763+00,,0,5,4
88f8a693-10d2-45c6-997f-3d8d7eef7bb0,60e7f8e1-4778-4be6-8622-22df2d440588,informative,1,Cleopatra's lifetime was closer in time to the Moon landing than to the construction of the Great Pyramid of Giza (the Pyramid of Khufu).,informative,0,2025-09-09 17:41:58.492+00,,0,3,2
896d3fc7-2a2a-4b5f-8aa8-5a3976ce469b,0970deef-da21-4b37-bddf-814b4a94c050,informative,2,Napoleon's nickname was 'the little giant' because of his short height.,informative,5,2025-09-09 17:51:27.394+00,,0,5,4
89868fcc-e101-4f52-abec-d13c906852bd,cda01786-9a32-4292-8f0d-2b2717a685d4,informative,2,Napoleon's nickname was 'the little giant' because of his short height.,informative,5,2025-09-09 17:51:38.343+00,,0,5,4
8af3eba8-f7b9-4d46-8b60-c31839dd8510,32539ad3-ad81-4f6f-8e57-de29a6edae93,normative,1,Online meetings are more efficient than offline meetings.,normative,0,2025-09-09 17:34:04.765+00,,0,5,4
8cba5fc6-e7b6-41fa-8177-86367b446e4b,b8fcffcb-d710-49d0-9416-bcdbb05a9fb3,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:36:18.629+00,,0,5,4
8ddf7d64-3e30-48fc-8dc9-9388b56c0f1a,0ddcc4f5-84cf-4232-91c2-55d084eda6e9,normative,1,Customers must always leave a tip at restaurants.,normative,1,2025-09-09 17:29:20.409+00,,0,5,4
8de1c849-f498-44bc-8651-ca1fa0c07cb8,c5c5f9a8-56b2-47cb-ba19-8c86e4b86f3b,informative,2,Napoleon's nickname was 'the little giant' because of his short height.,informative,5,2025-09-09 17:43:24.256+00,,0,5,4
8e50e48d-d9eb-4342-ba7d-c19d3686f044,50c64a07-874c-462f-9770-2562cd4f2890,informative,1,The force that causes the surface of a liquid to contract to the smallest possible area is cohesion.,informative,2,2025-09-09 17:35:00.868+00,,0,5,4
8ea5faa4-0571-4270-976c-eb6cfa2397ca,3794c56c-dffa-48cd-b926-e7a6b094f258,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 14:55:01.384+00,,0,5,4
92142348-9cfe-40ce-ac02-7a80e451e6d3,1e1d464b-26ac-4535-bf85-ff1dd0a686b4,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:38:09.963+00,,0,5,4
92ab954c-1df2-4be6-ad89-a29f0491bca6,5ee36000-9570-49d1-9020-94e47b4fc598,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:22:57.882+00,,0,5,4
93b2c748-3e24-46ff-af39-f43073097d11,493833b0-279f-4de0-98ef-75ccbb764aac,informative,1,Cleopatra's lifetime was closer in time to the Moon landing than to the construction of the Great Pyramid of Giza (the Pyramid of Khufu).,informative,0,2025-09-09 17:41:49.327+00,,0,5,4
93d206e9-8324-4055-97f8-18765eda3467,2648d04c-6732-41ba-a408-acd2a3ec32e7,informative,1,Thomas Edison is famous for inventing the light bulb.,informative,4,2025-09-09 14:57:10.516+00,,0,5,4
948efcb7-351c-4ab6-a1c2-627fc5efc3a6,b121bfe8-f8b7-48fc-af14-f99c15aedc62,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 15:40:42.558+00,,0,5,4
9497e3e4-3b2e-459b-9a1d-a70f338c69ac,918d8839-cfa1-43d5-87d8-24f1600592b6,informative,2,'Chauvinist' is the correct English spelling of a word that means a blindly patriotic person.,informative,3,2025-09-09 17:36:09.087+00,,0,5,4
9514e1f1-4156-4418-9bfa-7c1e9ea31f9b,329bdee7-2437-4ed2-b7e8-132722cccc01,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:32:26.485+00,,0,5,4
9656440b-d7ce-455e-a4a3-65fbc7c94d31,dc4e73f1-4cf5-47ea-a5b9-d58eaaf436e3,normative,1,Online meetings are more efficient than offline meetings.,normative,0,2025-09-09 17:35:30.328+00,,0,5,4
